lead_id,lead_need,lead_owner,lead_budget,lead_source,lead_industry,lead_location,lead_authority,lead_companysize,lead_last_contacted,lead_conversion_history,lead_score,Converted,lead_interactions,lead_behavior_score,lead_engagemen_tscore,lead_conversion_outcome,lead_conversion_attempts
4,Standard,AE 6,Medium,Inbound,Finance,EMEA,Decision Maker,Small Business,2023-03-15,"Successful, Failed",25,0,9,50,55,1,1
4,Standard,AE 6,Medium,Inbound,Finance,APAC,Influencer,Small Business,2023-06-15,Failed,62,1,9,55,68,0,2
4,Standard,AE 8,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-05-15,Successful,65,1,12,48,50,1,1
4,Urgent,AE9,Low,Inbound,Healthcare,EMEA,Recommender,Mid-Market,2022-04-01,Failed,60,1,15,72,76,1,2
4,Standard,AE 10,Medium,Customer Referral,Finance,EMEA,Influencer,Small Business,2023-03-15,Successful,61,1,8,58,66,1,1
4,Critical,AE 5,Low,Inbound,Healthcare,EMEA,Influencer,Mid-Market,2023-01-01,Failed,48,0,14,58,69,0,2
4,Urgent,AE 8,Medium,Inbound,Technology,EMEA,Decision Maker,Small Business,2022-09-15,Successful,60,1,14,58,60,0,2
4,Critical,AE 4,Low,Inbound,Healthcare,EMEA,Decision Maker,Small Business,2022-10-15,"Successful, Failed",15,0,8,72,48,1,2
4,Standard,AE 7,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2023-04-15,"Successful, Failed",60,1,9,66,59,1,2
4,Standard,AE 11,Low,Inbound,Finance,EMEA,Recommender,Small Business,2022-07-15,"Successful, Failed",60,1,12,58,50,0,2
4,Urgent,AE 5,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2023-01-01,Failed,16,0,15,74,75,0,2
4,Standard,AE 6,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2023-02-15,Failed,20,0,8,50,52,0,2
4,Urgent,AE 8,Low,Inbound,Finance,EMEA,Decision Maker,Small Business,2022-06-01,Failed,65,1,11,60,58,0,2
4,Standard,AE 5,Low,Inbound,Technology,EMEA,Influencer,Small Business,2022-07-01,Successful,73,1,15,55,75,1,2
4,Standard,AE 7,Medium,Inbound,Finance,EMEA,Decision Maker,Small Business,2023-03-15,Successful,37,0,8,47,60,1,1
4,Critical,AE9,High,Inbound,Healthcare,APAC,Decision Maker,Enterprise,2023-08-01,Successful,70,1,14,70,60,0,2
4,Critical,AE 1,Low,Inbound,Healthcare,EMEA,Recommender,Mid-Market,2023-06-01,Failed,75,1,15,74,68,1,2
4,Critical,AE 5,Low,Inbound,Healthcare,AMER,Recommender,Enterprise,2022-09-01,Failed,75,1,10,58,58,1,1
4,Standard,AE 6,Medium,Inbound,Retail,APAC,Decision Maker,Small Business,2022-04-15,"Successful, Failed",10,0,10,55,51,1,2
4,Standard,AE 2,Medium,Inbound,Finance,APAC,Influencer,Small Business,2023-02-01,"Successful, Failed",35,0,12,70,74,1,1
4,Critical,AE9,Low,Inbound,Healthcare,EMEA,Recommender,Enterprise,2022-04-01,Successful,60,1,14,72,76,1,3
4,Standard,AE 7,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-07-15,Successful,65,1,9,54,67,1,1
4,Standard,AE 6,Medium,Employee Referral,Technology,AMER,Decision Maker,Small Business,2022-11-01,Failed,60,1,11,50,55,1,2
4,Critical,AE 8,Low,Inbound,Healthcare,EMEA,Recommender,Small Business,2022-10-01,Failed,52,1,11,70,75,0,2
4,Urgent,AE 1,Low,Inbound,Healthcare,AMER,Recommender,Mid-Market,2022-06-01,Successful,90,1,14,76,69,0,2
4,Standard,AE 2,Medium,Inbound,Technology,EMEA,Influencer,Small Business,2022-12-15,"Successful, Failed",62,1,11,60,68,0,1
4,Urgent,AE 7,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-09-01,Successful,90,1,9,62,62,0,1
4,Standard,AE 1,Medium,Inbound,Finance,Other,Decision Maker,Small Business,2022-09-15,Successful,70,1,12,56,72,1,2
4,Critical,AE 8,Low,Inbound,Healthcare,EMEA,Decision Maker,Small Business,2022-03-01,Failed,53,1,10,70,68,1,2
4,Critical,AE 8,High,Inbound,Healthcare,APAC,Recommender,Mid-Market,2022-08-01,Successful,67,1,12,76,68,1,2
4,Critical,AE 6,Low,Partner Referral,Healthcare,EMEA,Recommender,Mid-Market,2023-08-01,Successful,90,1,12,55,71,0,3
4,Urgent,AE 5,High,Inbound,Finance,EMEA,Influencer,Small Business,2022-09-01,Successful,70,1,11,58,60,1,1
4,Standard,AE 10,Medium,Inbound,Finance,EMEA,Decision Maker,Small Business,2022-12-15,"Successful, Failed",60,1,9,64,50,0,1
4,Critical,AE 11,High,Partner Referral,Healthcare,EMEA,Recommender,Enterprise,2022-10-01,Successful,77,1,12,61,75,1,2
4,Standard,AE 6,High,Outbound,Retail,AMER,Decision Maker,Small Business,2022-06-15,Failed,60,1,10,70,48,0,2
4,Standard,AE 5,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2023-01-15,Successful,25,0,9,55,59,1,1
4,Critical,AE 11,Low,Inbound,Healthcare,EMEA,Recommender,Mid-Market,2022-10-01,Successful,75,1,13,58,77,1,2
4,Critical,AE9,Low,Inbound,Technology,EMEA,Recommender,Mid-Market,2022-04-01,"Successful, Failed",60,1,13,70,78,0,2
4,Standard,AE 6,Medium,Inbound,Finance,EMEA,Decision Maker,Small Business,2023-01-15,Successful,70,1,10,74,59,0,1
4,Critical,AE 6,High,Inbound,Technology,APAC,Decision Maker,Enterprise,2023-08-01,Successful,21,0,14,69,55,1,2
4,Urgent,AE 6,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-09-01,"Successful, Failed",67,1,14,54,77,1,2
4,Urgent,AE 11,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2023-06-15,"Successful, Failed",70,1,12,58,52,1,1
4,Standard,AE 6,Medium,Inbound,Technology,APAC,Decision Maker,Small Business,2022-08-15,Failed,65,1,8,51,68,1,1
4,Critical,AE 5,High,Inbound,Technology,EMEA,Recommender,Enterprise,2022-06-01,Failed,70,1,14,70,75,0,2
4,Standard,AE 5,Low,Inbound,Healthcare,EMEA,Decision Maker,Enterprise,2022-10-01,Failed,39,0,13,56,72,1,2
4,Standard,AE 4,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-07-15,Failed,29,0,10,68,75,1,1
4,Urgent,AE 8,High,Inbound,Healthcare,EMEA,Decision Maker,Enterprise,2022-09-01,Successful,80,1,14,59,75,1,2
4,Standard,AE 4,High,Inbound,Technology,EMEA,Decision Maker,Small Business,2023-07-01,"Successful, Failed",25,0,13,70,57,0,2
4,Critical,AE 4,Medium,Inbound,Retail,EMEA,Recommender,Small Business,2022-04-15,"Successful, Failed",25,0,8,55,59,1,2
4,Urgent,AE 7,Low,Inbound,Healthcare,EMEA,Decision Maker,Small Business,2022-05-01,"Successful, Failed",85,1,14,70,82,1,2
4,Standard,AE 6,High,Inbound,Finance,EMEA,Decision Maker,Small Business,2023-02-01,Failed,70,1,13,71,68,0,1
4,Standard,AE 11,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2023-07-15,Successful,66,1,10,72,60,0,1
4,Standard,AE 8,Low,Inbound,Finance,APAC,Influencer,Small Business,2023-04-01,Successful,80,1,14,55,68,0,1
4,Standard,AE 6,Medium,Inbound,Finance,Other,Influencer,Small Business,2023-03-15,Successful,46,0,10,68,55,0,1
4,Urgent,AE 3,High,Inbound,Finance,EMEA,Recommender,Enterprise,2022-09-01,Successful,80,1,10,61,75,1,2
4,Urgent,AE 8,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2023-06-01,Successful,70,1,12,70,76,1,2
4,Critical,AE 11,High,Inbound,Healthcare,EMEA,Recommender,Mid-Market,2022-06-01,Successful,30,0,11,59,67,1,2
4,Standard,AE 11,Medium,Inbound,Finance,AMER,Influencer,Small Business,2022-07-01,"Successful, Failed",59,1,10,58,55,1,1
4,Standard,AE 11,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2023-01-01,Successful,60,1,10,55,66,0,1
4,Standard,AE 6,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-04-15,"Successful, Failed",70,1,10,50,51,0,2
4,Standard,AE 5,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-10-01,Failed,60,1,14,50,68,1,1
4,Urgent,AE 11,Low,Inbound,Healthcare,EMEA,Influencer,Mid-Market,2022-12-15,Failed,74,1,11,65,65,0,2
4,Standard,AE 6,Medium,Inbound,Technology,EMEA,Decision Maker,Small Business,2022-08-15,"Successful, Failed",10,0,8,61,50,0,2
4,Critical,AE 8,Medium,Inbound,Technology,EMEA,Influencer,Mid-Market,2022-03-15,Successful,75,1,12,55,62,0,2
4,Urgent,AE 8,High,Outbound,Healthcare,EMEA,Decision Maker,Enterprise,2022-11-15,Successful,60,1,12,75,76,0,2
4,Urgent,AE 2,Medium,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-07-01,Failed,69,1,13,70,61,0,2
4,Standard,AE 5,Medium,Inbound,Retail,EMEA,Influencer,Mid-Market,2022-11-15,Successful,30,0,11,50,62,0,1
4,Urgent,AE 6,Medium,Inbound,Finance,Other,Influencer,Small Business,2022-01-15,Successful,70,1,10,64,55,0,2
4,Urgent,AE 6,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-09-01,Successful,82,1,12,58,55,1,2
4,Critical,AE 7,High,Inbound,Finance,EMEA,Influencer,Enterprise,2022-03-01,Successful,70,1,10,72,71,0,2
4,Standard,AE 7,High,Inbound,Finance,EMEA,Decision Maker,Small Business,2022-12-15,Failed,75,1,10,50,73,0,1
4,Standard,AE 6,Medium,Inbound,Retail,AMER,Decision Maker,Small Business,2022-10-15,Failed,54,1,9,50,50,0,2
4,Standard,AE 6,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2023-08-01,Successful,50,0,9,55,75,1,2
4,Standard,AE 7,High,Inbound,Technology,APAC,Recommender,Mid-Market,2022-04-01,Failed,76,1,10,68,60,1,3
4,Urgent,AE 7,High,Inbound,Healthcare,APAC,Decision Maker,Enterprise,2023-08-01,Failed,43,0,14,72,75,0,2
4,Urgent,AE 7,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-07-15,Successful,61,1,8,50,55,1,1
4,Urgent,AE 7,High,Inbound,Finance,EMEA,Decision Maker,Small Business,2022-01-01,"Successful, Failed",68,1,13,55,62,1,2
4,Standard,AE 6,Medium,Inbound,Finance,EMEA,Decision Maker,Enterprise,2022-09-01,Successful,70,1,10,74,58,1,1
4,Standard,AE 10,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-05-15,"Successful, Failed",30,0,9,50,54,1,2
4,Urgent,AE 5,High,Inbound,Technology,EMEA,Decision Maker,Mid-Market,2022-09-01,Successful,90,1,12,55,55,1,2
4,Critical,AE 7,Medium,Inbound,Technology,EMEA,Decision Maker,Small Business,2022-10-01,Failed,50,0,9,66,50,0,1
4,Standard,AE 7,Medium,Inbound,Technology,APAC,Decision Maker,Enterprise,2022-06-15,Successful,65,1,13,58,69,1,1
4,Critical,AE 5,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-01-01,Failed,60,1,10,62,75,1,1
4,Standard,AE 7,Medium,Inbound,Technology,EMEA,Decision Maker,Small Business,2022-10-01,Successful,75,1,11,57,55,1,2
4,Standard,AE 2,Low,Inbound,Healthcare,EMEA,Decision Maker,Mid-Market,2022-10-15,Successful,85,1,13,69,74,0,2
4,Standard,AE 2,High,Inbound,Technology,APAC,Decision Maker,Small Business,2022-05-15,Successful,55,1,10,62,50,1,1
4,Urgent,AE 5,High,Inbound,Technology,EMEA,Decision Maker,Mid-Market,2022-04-15,Failed,70,1,10,76,73,0,1
4,Standard,AE 8,High,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-01-15,"Successful, Failed",70,1,10,57,50,0,2
4,Standard,AE 8,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-01-01,"Successful, Failed",17,0,10,58,70,0,3
4,Critical,AE 6,High,Inbound,Healthcare,EMEA,Decision Maker,Mid-Market,2022-05-01,Failed,74,1,15,71,76,1,2
4,Standard,AE 11,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-09-15,Successful,57,1,10,55,50,0,1
4,Standard,AE 4,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-02-15,Successful,60,1,9,55,65,0,2
4,Urgent,AE 5,High,Inbound,Finance,EMEA,Decision Maker,Small Business,2022-09-01,Successful,70,1,9,49,55,1,1
4,Standard,AE 5,Medium,Inbound,Finance,AMER,Influencer,Small Business,2022-09-15,Successful,66,1,9,72,61,1,1
4,Standard,AE 8,High,Inbound,Finance,EMEA,Influencer,Small Business,2022-02-01,"Successful, Failed",82,1,9,46,48,1,1
4,Urgent,AE 5,Low,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-01-01,Failed,75,1,11,59,75,1,2
4,Urgent,AE 5,High,Inbound,Technology,APAC,Influencer,Enterprise,2022-01-01,"Successful, Failed",70,1,13,57,75,1,2
4,Urgent,AE 8,Low,Inbound,Healthcare,EMEA,Decision Maker,Mid-Market,2023-08-01,Failed,60,1,13,70,75,0,2
4,Standard,AE 8,Medium,Inbound,Technology,EMEA,Decision Maker,Small Business,2022-05-15,Successful,73,1,9,58,75,1,2
4,Urgent,AE 11,Medium,Inbound,Technology,EMEA,Decision Maker,Small Business,2022-08-15,Failed,61,1,10,55,62,0,2
4,Urgent,AE 5,High,Inbound,Healthcare,EMEA,Decision Maker,Mid-Market,2022-04-01,Successful,90,1,13,70,55,1,2
4,Standard,AE 4,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-02-01,Failed,70,1,12,70,62,0,2
4,Standard,AE 8,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-09-15,"Successful, Failed",70,1,9,70,68,1,1
4,Critical,AE9,Medium,Inbound,Healthcare,AMER,Influencer,Small Business,2022-08-15,Successful,60,1,11,58,52,1,2
4,Critical,AE 6,Low,Inbound,Healthcare,EMEA,Decision Maker,Mid-Market,2023-08-15,Successful,65,1,13,73,75,1,2
4,Urgent,AE 5,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2023-01-01,Failed,24,0,10,72,75,0,2
4,Critical,AE 6,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-08-01,Failed,25,0,12,58,75,0,2
4,Urgent,AE9,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-02-01,"Successful, Failed",70,1,10,56,66,0,2
4,Critical,AE 4,Low,Inbound,Retail,EMEA,Recommender,Mid-Market,2022-07-15,Failed,65,1,10,55,68,0,1
4,Standard,AE 8,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-08-15,"Successful, Failed",41,0,9,58,58,1,2
4,Standard,AE9,Medium,Inbound,Finance,EMEA,Decision Maker,Small Business,2022-01-01,Successful,65,1,12,47,70,1,1
4,Urgent,AE 6,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-03-01,Successful,45,0,10,58,68,0,1
4,Urgent,AE 11,Medium,Inbound,Technology,EMEA,Influencer,Enterprise,2022-02-15,"Successful, Failed",71,1,9,58,72,0,1
4,Critical,AE 7,High,Inbound,Finance,EMEA,Decision Maker,Mid-Market,2022-04-15,"Successful, Failed",60,1,10,74,67,1,2
4,Critical,AE 8,Low,Inbound,Retail,EMEA,Recommender,Mid-Market,2022-08-01,Failed,31,0,11,50,52,1,3
4,Standard,AE 4,Medium,Inbound,Healthcare,EMEA,Decision Maker,Small Business,2022-05-15,Successful,76,1,10,55,70,0,2
4,Standard,AE 6,High,Inbound,Healthcare,APAC,Decision Maker,Enterprise,2022-10-01,Successful,60,1,11,75,69,1,1
4,Standard,AE 10,Medium,Inbound,Finance,APAC,Decision Maker,Small Business,2022-12-15,Successful,35,0,10,49,60,1,1
4,Standard,AE 4,Medium,Inbound,Retail,AMER,Influencer,Small Business,2023-08-15,Successful,25,0,12,51,60,1,2
4,Urgent,AE 5,Medium,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-07-01,"Successful, Failed",70,1,13,52,70,1,2
4,Critical,AE 8,High,Inbound,Healthcare,EMEA,Decision Maker,Mid-Market,2022-07-01,Successful,75,1,12,60,55,0,2
4,Standard,AE 6,Medium,Inbound,Retail,EMEA,Influencer,Small Business,2022-04-01,"Successful, Failed",25,0,9,52,57,0,2
4,Standard,AE 11,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-09-01,Successful,56,1,10,55,55,1,1
4,Urgent,AE 8,Medium,Inbound,Technology,EMEA,Influencer,Enterprise,2022-03-01,Failed,57,1,12,58,71,0,1
4,Urgent,AE 8,Medium,Inbound,Finance,AMER,Decision Maker,Small Business,2022-10-15,Successful,42,0,13,55,59,0,2
4,Urgent,AE 1,High,Drift,Technology,AMER,Decision Maker,Enterprise,2022-06-15,Failed,75,1,11,68,58,1,1
4,Urgent,AE9,High,Inbound,Technology,EMEA,Influencer,Small Business,2022-09-15,Failed,52,1,14,68,75,0,2
4,Critical,AE 6,Low,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-02-01,Failed,15,0,10,54,60,0,3
4,Critical,AE 8,Low,Inbound,Healthcare,EMEA,Decision Maker,Small Business,2022-04-15,Failed,65,1,8,58,60,0,2
4,Standard,AE 4,Low,Inbound,Technology,EMEA,Influencer,Small Business,2022-09-15,Successful,67,1,12,57,73,1,1
4,Standard,AE 7,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-05-15,Successful,43,0,10,50,54,1,1
4,Standard,AE 11,Medium,Inbound,Finance,EMEA,Decision Maker,Small Business,2022-01-01,"Successful, Failed",40,0,9,70,68,1,2
4,Standard,AE 6,Medium,Inbound,Finance,AMER,Influencer,Small Business,2022-01-15,Successful,30,0,13,61,68,1,2
4,Critical,AE 6,Low,Inbound,Healthcare,EMEA,Recommender,Mid-Market,2022-02-01,Failed,33,0,10,54,70,1,2
4,Urgent,AE 7,High,Inbound,Technology,Other,Decision Maker,Enterprise,2022-09-01,Successful,70,1,15,58,73,1,1
4,Standard,AE 11,Medium,Inbound,Finance,EMEA,Decision Maker,Small Business,2023-08-15,Successful,13,0,9,68,58,1,2
4,Urgent,AE 6,Low,Inbound,Healthcare,EMEA,Recommender,Enterprise,2022-07-01,Failed,70,1,13,72,74,0,2
4,Standard,AE 5,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-11-15,Successful,65,1,13,53,68,1,1
4,Critical,AE 8,Low,Inbound,Technology,EMEA,Decision Maker,Mid-Market,2022-06-01,Failed,65,1,10,55,76,0,2
4,Urgent,AE 3,Low,Inbound,Healthcare,EMEA,Decision Maker,Mid-Market,2022-11-01,Successful,65,1,11,70,75,0,2
4,Urgent,AE 10,Medium,Inbound,Retail,APAC,Decision Maker,Small Business,2022-05-15,"Successful, Failed",60,1,8,50,48,0,2
4,Urgent,AE 8,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-05-01,Failed,70,1,13,70,64,0,1
4,Urgent,AE 5,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2023-08-15,"Successful, Failed",60,1,13,63,75,0,1
4,Standard,AE 4,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-12-15,Successful,56,1,10,53,67,0,3
4,Standard,AE 8,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-02-15,"Successful, Failed",70,1,10,49,50,1,2
4,Standard,AE 5,Medium,Inbound,Finance,Other,Decision Maker,Small Business,2022-09-01,Failed,55,1,9,56,50,0,1
4,Critical,AE 8,Medium,Inbound,Technology,EMEA,Recommender,Small Business,2022-08-15,Successful,70,1,13,48,62,1,2
4,Standard,AE 8,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-03-01,"Successful, Failed",60,1,8,69,55,1,2
4,Urgent,AE 8,Medium,Inbound,Finance,EMEA,Decision Maker,Enterprise,2022-02-15,Successful,30,0,13,50,61,1,1
4,Standard,AE 6,Medium,Inbound,Technology,EMEA,Decision Maker,Enterprise,2023-02-01,"Successful, Failed",65,1,10,57,68,0,3
4,Standard,AE 4,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-09-15,Successful,30,0,8,50,50,1,1
4,Standard,AE 7,Medium,Inbound,Healthcare,EMEA,Recommender,Small Business,2023-03-01,"Successful, Failed",41,0,11,70,54,1,1
4,Urgent,AE 5,High,Inbound,Technology,EMEA,Decision Maker,Mid-Market,2022-09-01,Successful,77,1,13,58,76,1,2
4,Standard,AE 7,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-02-15,"Successful, Failed",41,0,8,70,51,1,2
4,Critical,AE9,Low,Inbound,Healthcare,EMEA,Recommender,Mid-Market,2022-10-01,Successful,75,1,15,76,75,0,2
4,Standard,AE 11,High,Inbound,Finance,EMEA,Decision Maker,Enterprise,2023-06-15,Failed,32,0,12,63,56,0,2
4,Standard,AE 7,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2023-02-01,Successful,80,1,11,58,70,0,2
4,Standard,AE 11,Medium,Inbound,Retail,EMEA,Influencer,Small Business,2022-01-01,Failed,60,1,9,50,60,1,2
4,Urgent,AE 7,Low,Inbound,Healthcare,EMEA,Decision Maker,Enterprise,2022-02-01,Successful,75,1,14,70,70,1,2
4,Critical,AE 8,Medium,Inbound,Retail,APAC,Recommender,Small Business,2022-08-01,Successful,60,1,12,55,58,0,2
4,Standard,AE 8,Medium,Inbound,Finance,EMEA,Decision Maker,Mid-Market,2022-12-15,"Successful, Failed",60,1,9,70,70,0,2
4,Critical,AE 3,Low,Inbound,Healthcare,EMEA,Recommender,Mid-Market,2022-10-01,Failed,70,1,11,70,73,1,2
4,Standard,AE 6,Medium,Customer Referral,Finance,EMEA,Influencer,Small Business,2023-03-15,Successful,36,0,8,55,58,0,2
4,Urgent,AE 8,High,Employee Referral,Healthcare,EMEA,Decision Maker,Enterprise,2022-05-01,Failed,70,1,15,72,75,1,2
4,Standard,AE 11,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-05-15,"Successful, Failed",47,0,8,51,48,0,2
4,Critical,AE9,Low,Inbound,Healthcare,EMEA,Recommender,Mid-Market,2022-04-01,Successful,60,1,11,70,80,1,3
4,Standard,AE 4,Low,Inbound,Technology,EMEA,Influencer,Mid-Market,2023-07-15,Successful,30,0,14,58,75,1,1
4,Standard,AE 6,Medium,Inbound,Retail,EMEA,Recommender,Small Business,2022-05-15,"Successful, Failed",30,0,8,58,48,0,2
4,Standard,AE 11,Medium,Inbound,Technology,EMEA,Recommender,Enterprise,2023-08-01,Successful,70,1,11,69,62,0,1
4,Critical,AE9,Low,Inbound,Retail,EMEA,Recommender,Mid-Market,2022-08-01,Failed,65,1,13,70,73,1,2
4,Standard,AE 7,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-12-15,"Successful, Failed",25,0,8,48,61,1,2
4,Critical,AE 7,Low,Inbound,Healthcare,EMEA,Recommender,Enterprise,2022-07-01,Failed,77,1,14,70,75,0,1
4,Standard,AE 6,Medium,Inbound,Finance,EMEA,Influencer,Enterprise,2022-01-15,Successful,75,1,10,58,56,0,1
4,Critical,AE 11,Low,Inbound,Healthcare,EMEA,Decision Maker,Enterprise,2022-02-01,Successful,70,1,12,58,55,1,2
4,Critical,AE 8,Low,Inbound,Technology,EMEA,Recommender,Mid-Market,2022-05-01,Successful,74,1,13,64,72,1,2
4,Urgent,AE 7,High,Inbound,Technology,APAC,Decision Maker,Enterprise,2022-09-01,Successful,69,1,10,70,70,1,2
4,Critical,AE 6,High,Inbound,Healthcare,APAC,Recommender,Mid-Market,2022-01-01,Successful,70,1,14,76,75,1,2
4,Standard,AE 7,Medium,Inbound,Healthcare,EMEA,Decision Maker,Small Business,2022-03-01,Successful,65,1,11,55,60,0,2
4,Standard,AE 5,High,Inbound,Technology,EMEA,Influencer,Small Business,2023-05-01,Successful,70,1,10,66,68,1,1
4,Urgent,AE 6,Low,Inbound,Healthcare,EMEA,Recommender,Enterprise,2022-02-01,Failed,65,1,13,75,71,0,2
4,Standard,AE 6,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2023-02-01,Successful,57,1,8,58,59,1,2
4,Standard,AE 5,Medium,Inbound,Finance,Other,Influencer,Small Business,2023-05-01,Successful,65,1,9,71,65,0,2
4,Standard,AE 7,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-01-15,Successful,75,1,11,62,67,1,1
4,Standard,AE 11,Low,Inbound,Technology,EMEA,Decision Maker,Small Business,2022-01-15,Successful,65,1,13,66,75,0,1
4,Urgent,AE 6,Medium,Inbound,Technology,EMEA,Influencer,Small Business,2022-09-15,Failed,70,1,10,57,71,1,2
4,Critical,AE 8,Low,Inbound,Healthcare,EMEA,Recommender,Mid-Market,2022-04-01,Successful,89,1,14,55,60,1,2
4,Urgent,AE 8,High,Inbound,Technology,APAC,Decision Maker,Enterprise,2022-09-01,Failed,88,1,11,64,68,0,2
4,Urgent,AE 8,Low,Inbound,Healthcare,EMEA,Decision Maker,Enterprise,2022-04-01,"Successful, Failed",75,1,14,72,69,1,2
4,Standard,AE 7,High,Inbound,Healthcare,EMEA,Recommender,Enterprise,2022-01-01,Successful,85,1,13,58,75,1,2
4,Standard,AE 2,Low,Customer Referral,Finance,EMEA,Influencer,Small Business,2022-04-15,Failed,60,1,9,48,58,0,2
4,Standard,AE 7,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-06-15,Successful,70,1,9,63,50,0,2
4,Urgent,AE 11,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-05-15,Failed,70,1,8,50,73,0,1
4,Urgent,AE 8,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-08-01,Failed,60,1,10,48,60,0,2
4,Standard,AE 8,Medium,Inbound,Finance,EMEA,Influencer,Enterprise,2023-02-01,Failed,25,0,10,50,49,1,2
4,Standard,AE 8,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-04-15,"Successful, Failed",35,0,9,50,62,1,2
4,Urgent,AE9,Low,Inbound,Finance,EMEA,Decision Maker,Mid-Market,2022-02-15,"Successful, Failed",70,1,10,71,74,1,2
4,Urgent,AE 11,Medium,Inbound,Finance,EMEA,Influencer,Enterprise,2022-01-01,Successful,85,1,15,55,75,0,2
